,movie_name,movie_year,movie_runtime,movie_rating,movie_metascore,movie_genre,movie_votes,movie_gross,movie_certificate,movie_synopsis,gen_1,gen_2,gen_3
766,Changeling,2008,141,7.7,63,"Biography, Crime, Drama            ","242,839",35.74,R,Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.,Biography,Crime,Drama
521,Children of Men,2006,109,7.9,84,"Adventure, Drama, Sci-Fi            ","472,241",35.55,R,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",Adventure,Drama,Sci-Fi
633,Drive,2011,100,7.8,78,"Crime, Drama            ","583,873",35.06,R,A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.,Crime,Drama,
917,50/50,2011,100,7.6,72,"Comedy, Drama, Romance            ","318,603",35.01,R,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",Comedy,Drama,Romance
688,The Killing Fields,1984,141,7.8,76,"Biography, Drama, History            ","52,573",34.7,R,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",Biography,Drama,History
682,Mississippi Burning,1988,128,7.8,65,"Crime, Drama, History            ","90,696",34.6,R,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,Crime,Drama,History
97,Eternal Sunshine of the Spotless Mind,2004,108,8.3,89,"Drama, Romance, Sci-Fi            ","929,932",34.4,R,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",Drama,Romance,Sci-Fi
728,Wind River,2017,107,7.7,73,"Crime, Drama, Mystery            ","215,180",33.8,R,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,Crime,Drama,Mystery
437,Planet of the Apes,1968,112,8,79,"Adventure, Sci-Fi            ","167,647",33.4,G,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",Adventure,Sci-Fi,
98,Amélie,2001,122,8.3,69,"Comedy, Romance            ","714,852",33.23,R,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",Comedy,Romance,
774,Zodiac,2007,157,7.7,78,"Crime, Drama, Mystery            ","482,039",33.08,R,"In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",Crime,Drama,Mystery
282,Blade Runner,1982,117,8.1,84,"Action, Sci-Fi, Thriller            ","707,018",32.87,R,"A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.",Action,Sci-Fi,Thriller
39,The Pianist,2002,150,8.5,85,"Biography, Drama, Music            ","751,342",32.57,R,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,Biography,Drama,Music
523,Almost Famous,2000,122,7.9,90,"Adventure, Comedy, Drama            ","258,361",32.53,R,A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies them on their concert tour.,Adventure,Comedy,Drama
660,October Sky,1999,108,7.8,71,"Biography, Drama, Family            ","84,753",32.48,PG,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",Biography,Drama,Family
668,The Sandlot,1993,101,7.8,55,"Comedy, Drama, Family            ","81,182",32.42,PG,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",Comedy,Drama,Family
761,500 Days of Summer,2009,95,7.7,76,"Comedy, Drama, Romance            ","480,195",32.39,PG-13,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.",Comedy,Drama,Romance
598,Nightcrawler,2014,117,7.8,76,"Crime, Drama, Thriller            ","481,715",32.38,R,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",Crime,Drama,Thriller
478,Isle of Dogs,2018,101,7.9,82,"Animation, Adventure, Comedy            ","145,360",32.02,PG-13,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",Animation,Adventure,Comedy
50,Psycho,1960,109,8.5,97,"Horror, Mystery, Thriller            ","617,165",32,R,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",Horror,Mystery,Thriller
695,The Outlaw Josey Wales,1976,135,7.8,69,Western,"67,003",31.8,PG,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.,Western,,
291,Paper Moon,1973,102,8.1,77,"Comedy, Crime, Drama            ","43,151",30.93,PG,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.",Comedy,Crime,Drama
273,The Princess Bride,1987,98,8.1,77,"Adventure, Family, Fantasy            ","399,658",30.86,PG,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",Adventure,Family,Fantasy
998,From Here to Eternity,1953,118,7.6,85,"Drama, Romance, War            ","44,190",30.5,Passed,"In Hawaii in 1941, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second-in-command are falling in love.",Drama,Romance,War
99,Snatch,2000,102,8.3,55,"Comedy, Crime            ","796,491",30.33,R,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",Comedy,Crime,
423,Being There,1979,130,8,83,"Comedy, Drama            ","67,033",30.18,PG,"A simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in Washington politics.",Comedy,Drama,
560,Spartacus,1960,197,7.9,87,"Adventure, Biography, Drama            ","126,250",30,PG-13,The slave Spartacus leads a violent revolt against the decadent Roman Republic.,Adventure,Biography,Drama
863,Serpico,1973,130,7.7,87,"Biography, Crime, Drama            ","112,774",29.8,R,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,Biography,Crime,Drama
432,The Last Picture Show,1971,118,8,93,"Drama, Romance            ","43,725",29.13,R,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",Drama,Romance,
659,The Insider,1999,157,7.8,84,"Biography, Drama, Thriller            ","162,242",28.97,R,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,Biography,Drama,Thriller
871,A Man for All Seasons,1966,120,7.7,72,"Biography, Drama, History            ","32,189",28.35,G,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",Biography,Drama,History
0,The Shawshank Redemption,1994,142,9.3,80,Drama,"2,403,452",28.34,R,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",Drama,,
114,Taxi Driver,1976,114,8.3,94,"Crime, Drama            ","743,351",28.26,R,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",Crime,Drama,
413,Do the Right Thing,1989,120,8,93,"Comedy, Drama            ","92,908",27.55,R,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",Comedy,Drama,
370,Dallas Buyers Club,2013,117,8,80,"Biography, Drama            ","452,334",27.3,R,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",Biography,Drama,
831,The Muppet Christmas Carol,1992,85,7.7,64,"Comedy, Drama, Family            ","50,904",27.28,G,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,Comedy,Drama,Family
217,Rush,2013,123,8.1,74,"Action, Biography, Drama            ","443,833",26.95,R,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,Action,Biography,Drama
907,Hell or High Water,2016,102,7.6,88,"Action, Crime, Drama            ","209,423",26.86,R,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,Action,Crime,Drama
679,Glory,1989,122,7.8,78,"Biography, Drama, History            ","125,838",26.83,R,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",Biography,Drama,History
528,Boogie Nights,1997,155,7.9,85,Drama,"244,169",26.4,R,"Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.",Drama,,
496,The Wrestler,2008,109,7.9,80,"Drama, Sport            ","292,487",26.24,R,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",Drama,Sport,
890,Searching,2018,102,7.6,71,"Drama, Mystery, Thriller            ","146,404",26.02,PG-13,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",Drama,Mystery,Thriller
353,Her,2013,126,8,90,"Drama, Romance, Sci-Fi            ","555,265",25.57,R,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",Drama,Romance,Sci-Fi
73,Memento,2000,113,8.4,80,"Mystery, Thriller            ","1,147,716",25.54,R,A man with short-term memory loss attempts to track down his wife's murderer.,Mystery,Thriller,
646,Serenity,2005,119,7.8,74,"Action, Adventure, Sci-Fi            ","286,153",25.51,PG-13,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.,Action,Adventure,Sci-Fi
771,Ex Machina,2014,108,7.7,78,"Drama, Sci-Fi, Thriller            ","487,695",25.44,R,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,Drama,Sci-Fi,Thriller
498,Boyhood,2014,165,7.9,100,Drama,"340,067",25.38,R,"The life of Mason, from early childhood to his arrival at college.",Drama,,
269,In the Name of the Father,1993,133,8.1,84,"Biography, Crime, Drama            ","161,994",25.01,R,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,Biography,Crime,Drama
